Qwen 3 1.7B dense																						wandb 6hrpz2d5	/home1/doyoonkim/.cache/huggingface/hub/models--Qwen--Qwen3-1.7B/snapshots/70d244cc86ccca08cf5af4e1e306ecf908b1ad5e	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/6hrpz2d5
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
mean	47.64	80.33	15.2	7.4	5553	27.1	11.11	8.09	5291	42.95	43.19	30.1	7788	12.69	43.41	0.0	22994	75.11	5.0	3.09	1439	52.77
std	0.23	1.63	1.2	1.45	187	1.77	2.67	1.12	485	0.83	1.76	4.59	265	0.0	2.75	0.0	486	0.62	0.13	0.57	17	0.32
																						
Qwen 3 1.7B s50 ALPS selfgen  [0/3 seeds complete]  [running]																						wandb hosevc69	/home1/doyoonkim/projects/elsa/models/qwen3_1.7b_alps_selfgen_v3_s50pct	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/hosevc69
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	-	78.8	9.2	1.78	4931	-	-	-	-	51.76	22.18	14.29	4656	10.07	61.19	0	25967	82.94	3.49	1.01	2047	55.89
1	-	78.6	10.2	0.76	5066	-	-	-	-	49.17	25.32	15.04	5157	10.82	55.97	0	25103	81.96	2.73	0.56	2000	55.14
																						
Qwen 3 1.7B s50 ALPS+retrain  [crashed/finished]																						wandb cwz9tepg cbjuilvr	cosmos1030/gmp-kd3e-1-s50pct-lr1e-4_20260811_191146	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/cwz9tepg https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/cbjuilvr
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	52.46	79.4	14.2	3.02	6054	30.81	38.89	37.7	11882	52.13	22.55	9.22	5416	15.3	37.31	0	22891	84.69	4.93	0.9	2522	57.88
1	52.13	78.8	14.6	2.03	6089	27.27	38.89	35.19	11520	53.79	22.18	12.03	5318	16.04	38.43	0	23551	84.76	4.4	0.89	2516	58.35
42	53.32	79.4	14.2	2.77	6226	28.79	32.32	31.58	11200	56.93	23.48	10.39	5639	17.91	39.18	0	23247	83.55	5.69	1.27	2594	59.45
mean	52.64	79.2	14.33	2.61	6123	28.96	36.7	34.82	11534	54.28	22.74	10.55	5458	16.42	38.31	0.0	23230	84.33	5.0	1.02	2544	58.56
std	0.61	0.35	0.23	0.52	91	1.77	3.79	3.08	341	2.44	0.67	1.41	165	1.35	0.94	0.0	330	0.68	0.65	0.22	44	0.81
																						
Qwen 3 1.7B s50 Ours  [crashed/finished]																						wandb 7fh2glxs gm2zl3ol	cosmos1030/gmp-kd3e-1-s50pct-lr5e-5_20260901_071337	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/7fh2glxs https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/gm2zl3ol
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	50.15	77.2	15.8	3.37	6048	28.28	36.87	32.14	11213	50.28	28.1	14.71	5883	10.45	57.84	0	25364	84.53	4.85	1.43	2325	55.61
1	52.05	79.4	15.0	3.27	5945	32.32	29.8	20.31	10985	49.54	30.13	20.15	6084	15.3	52.61	0	24391	83.7	5.23	1.45	2305	56.98
42	52.31	79.2	15.2	4.04	6181	35.35	32.83	28.57	10984	50.46	29.39	14.65	6015	11.57	55.22	0	24699	84.99	5.46	1.61	2281	56.55
mean	51.5	78.6	15.33	3.56	6058	31.99	33.16	27.01	11061	50.09	29.21	16.5	5994	12.44	55.22	0.0	24818	84.41	5.18	1.5	2304	56.38
std	1.18	1.22	0.42	0.42	118	3.55	3.55	6.07	132	0.49	1.03	3.16	102	2.54	2.61	0.0	497	0.65	0.31	0.09	22	0.7
																						
Qwen 3 1.7B s50 Ours w/o OPD (0.5/0.5/0)																						wandb 0z090sz5	cosmos1030/gmp-kd5e-1-s50pct-lr5e-5_20260916_221150	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/0z090sz5
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	50.34	76.2	15.2	2.1	6036	30.81	25.25	14.75	10433	50.09	25.32	12.55	5730	10.45	37.69	0	23239	84.15	4.7	1.35	2359	55.22
1	49.54	78.2	15.0	3.07	5956	26.77	20.71	26.42	9702	48.43	24.03	12.98	5425	10.45	38.81	0	23399	83.85	3.94	0.99	2326	55.23
42	52.16	80.0	12.2	1.75	5911	31.31	23.74	12.9	10212	49.72	23.29	12.27	5394	15.67	38.43	0	23141	84.08	4.25	1.17	2316	57.37
mean	50.68	78.13	14.13	2.31	5968	29.63	23.23	18.02	10116	49.41	24.21	12.6	5516	12.19	38.31	0.0	23260	84.03	4.3	1.17	2334	55.94
std	1.34	1.9	1.68	0.68	63	2.49	2.31	7.33	375	0.87	1.03	0.36	186	3.02	0.57	0.0	131	0.16	0.38	0.18	22	1.24
																						
Qwen 3 1.7B s60 SparseGPT																						wandb ovo16qrk	cosmos1030/sparsegpt-qwen3-1.7b-s60pct	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/ovo16qrk
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	8.28	0.2	4.6	100	791	0	2.02	-	366	13.68	9.61	16.22	1608	0	88.43	-	28983	27.52	87.64	100	7184	10.35
1	9.28	0.4	4.6	100	793	2.53	5.56	100	942	13.68	9.43	9.46	1577	0	90.3	-	29593	29.8	88.02	100	7216	10.97
42	9.08	0	3.2	-	564	2.02	3.03	100	531	13.68	7.76	9.46	1306	0	90.3	-	29594	29.72	87.64	100	7185	10.85
mean	8.88	0.2	4.13	100.0	716	1.52	3.54	100.0	613	13.68	8.93	11.71	1497	0.0	89.68	-	29390	29.01	87.77	100.0	7195	10.72
std	0.53	0.2	0.81	0.0	132	1.34	1.82	0.0	297	0.0	1.02	3.9	166	0.0	1.08	-	352	1.29	0.22	0.0	18	0.33
																						
Qwen 3 1.7B s60 SparseGPT selfgen  [0/3 seeds complete]  [running]																						wandb 0gjczpqk	/home1/doyoonkim/projects/elsa/models/qwen3_1.7b_sgpt_s60pct_n128_selfgenv3	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/0gjczpqk
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	-	13.4	99.8	100	16351	-	-	-	-	15.16	100	100	16384	0	69.03	-	22704	18.57	99.77	100	8175	11.78
																						
Qwen 3 1.7B s60 SparseLLM																						wandb umxtkeom	/home/doyoonkim/models/sparsellm_17b_s60	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/umxtkeom
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	16.96	27.4	83.6	100	13698	9.09	37.88	94.44	6214	9.24	60.44	78.0	9907	0	64.55	-	21155	39.04	86.81	99.81	7113	18.92
1	17.64	27.8	82.8	100	13567	10.61	38.89	100	6380	8.69	57.67	80.85	9451	0	63.81	-	20910	41.09	89.01	100	7292	19.39
42	17.61	27.6	83.6	100	13698	11.62	39.39	100	6463	11.09	60.07	76.67	9845	0	70.9	-	23233	37.76	86.96	99.6	7124	19.11
mean	17.4	27.6	83.33	100.0	13655	10.44	38.72	98.15	6353	9.67	59.4	78.51	9734	0.0	66.42	-	21766	39.3	87.59	99.8	7176	19.14
std	0.39	0.2	0.46	0.0	76	1.27	0.77	3.21	127	1.26	1.51	2.14	247	0.0	3.9	-	1276	1.68	1.23	0.2	100	0.24
																						
Qwen 3 1.7B s60 ALPS																						wandb fb772nlt	cosmos1030/alps-qwen3-1.7b-s60pct	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/fb772nlt
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	32.77	56.0	95.2	93.21	15746	28.28	46.97	48.21	8704	19.59	96.49	96.23	15822	0	72.39	-	23954	59.97	88.02	97.22	7282	33.89
1	32.3	56.6	96.4	94.7	15931	25.25	46.46	44.0	8553	19.96	96.3	96.3	15812	0	74.63	-	24692	59.67	87.34	95.93	7244	34.06
42	32.48	57.0	96.0	94.04	15860	24.75	45.45	53.06	8172	19.78	96.12	98.13	15775	0	68.28	-	22634	60.88	85.97	95.52	7141	34.41
mean	32.52	56.53	95.87	93.98	15846	26.09	46.3	48.43	8477	19.78	96.3	96.88	15803	0.0	71.77	-	23760	60.17	87.11	96.22	7223	34.12
