step,train/sparsity,train/target_sparsity,train/grad_norm,train/loss,train/ntp_loss,train/onpolicy_kd_loss,train/aux_loss,train/lr,onpolicy/kl_loss,onpolicy/overlap_ratio_top100,onpolicy/entropy_gap,onpolicy/student_entropy,onpolicy/teacher_entropy,onpolicy/gen_tokens,pgd/kl_at_full_pgd,pgd/kl_at_k_actual,pgd/kl_budget,pgd/k_actual,pgd/post_sparsity,pgd/prunings,pgd/revivals,pgd/turnover,pgd/net_growth,pgd/n_prune_cand,pgd/n_revive_cand
1,0,0.0013662975971344914,1.5625,0.6175520643591881,1.8713698387145996,0,0,3.90625e-07,0,1,0,0.5784355998039246,0.5784355998039246,512,,,,,,,,,,,
2,0,0.0027308161611910853,1.5,0.49872537702322006,1.5112889558076859,0,0,7.8125e-07,0,1,0,0.5135655701160431,0.5135655701160431,512,,,,,,,,,,,
3,0,0.0040935568511486055,1.6328125,0.34452487528324127,1.0437169820070267,0.00036793584149563685,0.0002977947879116982,1.1718750000000001e-06,0.00036793584149563685,0.9903661906719208,0.00029940903186798096,0.6044311076402664,0.6041316986083984,512,,,,,,,,,,,
4,0,0.005454520825986419,1.53125,0.2742694541811943,0.8308421969413757,0.00035568332532420754,0.0002773242522380315,1.5625e-06,0.00035568332532420754,0.9909960627555847,0.0006788671016693115,0.6940016001462936,0.6933227330446243,512,,,,,,,,,,,
5,0,0.006813709244684052,1.484375,0.3954368270933628,1.1979834288358688,0.00033192393311765045,0.00030994517874205485,1.953125e-06,0.00033192393311765045,0.9905908405780792,0.0023340582847595215,0.5134003162384033,0.5110662579536438,512,,,,,,,,,,,
6,0,0.008171123266220092,1.5078125,0.5464202016592026,1.655529424548149,0.0003641963703557849,0.00028928096435265616,2.3437500000000002e-06,0.0003641963703557849,0.9905419945716858,0.006449751555919647,0.8035058006644249,0.7970560491085052,512,,,,,,,,,,,
7,0,0.009526764049574065,1.7421875,0.5154911428689957,1.5617242455482483,0.0003590507330955006,0.0003700093657243997,2.734375e-06,0.0003590507330955006,0.9886035025119781,0.006779886782169342,1.1834193542599678,1.1766394674777985,512,,,,,,,,,,,
8,8.206436599510303e-09,0.010880632753725493,1.0234375,0.3667277693748474,1.1109108924865723,0.0004833016064367257,0.00038532302278326824,3.125e-06,0.0004833016064367257,0.9892382621765137,0.017594672739505768,0.7659081444144249,0.7483134716749191,512,5.667264938354492,0,0.03,63,8.206436599510303e-09,57,0,12,12,4862037748.0,0
9,8.206436599510303e-09,0.012232730537652968,1.3203125,0.47718723863363266,1.4454145282506943,0.0005425337003543973,0.0006073929180274718,3.5156250000000003e-06,0.0005425337003543973,0.9881005734205246,0.02465324103832245,0.8273637443780899,0.8027105033397675,512,,,,,,,,,,,
10,8.206436599510303e-09,0.013583058560336014,1.3359375,0.5114796608686447,1.549035832285881,0.0005078336180304177,0.0009024462342495099,3.90625e-06,0.0005078336180304177,0.988779291510582,0.024792984127998352,0.7120495215058327,0.6872565373778343,512,,,,,,,,,,,
11,8.206436599510303e-09,0.014931617980753997,1.6015625,0.4349019005894661,1.3165806084871292,0.0009438282431801781,0.0013039281911915168,4.296875e-06,0.0009438282431801781,0.9860497862100601,0.05636579543352127,1.04099141061306,0.9846256151795387,512,,,,,,,,,,,
12,8.206436599510303e-09,0.01627840995788574,1.046875,0.33880845829844475,1.0248464345932007,0.0010152359609492123,0.0018458230188116431,4.6875000000000004e-06,0.0010152359609492123,0.9857812523841858,0.05181684345006943,1.0121103152632713,0.9602934718132019,512,,,,,,,,,,,
13,8.206436599510303e-09,0.017623435650710617,0.8515625,0.47026700526475906,1.4224568605422974,0.002198865928221494,0.00259463008842431,5.078125000000001e-06,0.002198865928221494,0.9846191108226776,0.10440927743911743,1.4361386746168137,1.3317293971776962,512,,,,,,,,,,,
14,8.206436599510303e-09,0.018966696218208144,0.8046875,0.3153029568493366,0.9512556344270706,0.0020787693792954087,0.00420784461311996,5.46875e-06,0.0020787693792954087,0.9816699028015137,0.08009758591651917,0.8341904208064079,0.7540928348898888,512,,,,,,,,,,,
15,8.206436599510303e-09,0.02030819281935692,0.7421875,0.2952447831630707,0.8891450017690659,0.0022595674090553075,0.0055361392442137,5.859375e-06,0.0022595674090553075,0.9765966385602951,0.06854245811700821,0.6371467635035515,0.5686043053865433,512,,,,,,,,,,,
16,5.832328888529165e-07,0.021647926613136536,0.8125,0.29353751242160797,0.8813115954399109,0.00448090244026389,0.008195956703275442,6.25e-06,0.00448090244026389,0.9744091331958771,0.1529809609055519,1.3818030655384064,1.2288221046328545,512,3.6030771732330322,0,0.03,3969,5.832328888529165e-07,3994,0,1354,1354,4862100830.0,0
17,5.832328888529165e-07,0.022985898758526288,0.88671875,0.4694797471165657,1.4115206003189087,0.004237460321746767,0.01114523271098733,6.6406250000000005e-06,0.004237460321746767,0.9731298685073853,0.12025079131126404,0.9828984886407852,0.8626476973295212,512,,,,,,,,,,,
18,5.832328888529165e-07,0.024322110414505004,0.73046875,0.45133962854743004,1.3577602207660675,0.005015919858124107,0.009935609064996243,7.031250000000001e-06,0.005015919858124107,0.9705273061990738,0.12618836760520935,0.8648675233125687,0.7386791557073593,512,,,,,,,,,,,
19,5.832328888529165e-07,0.025656562740052125,0.76953125,0.4753671661019325,1.4281273633241653,0.003220612881705165,0.012379165273159742,7.421875e-06,0.003220612881705165,0.9657324105501175,0.05902101844549179,0.5489657372236252,0.4899447187781334,512,,,,,,,,,,,
20,5.832328888529165e-07,0.026989256894147017,0.98046875,0.4635448381304741,1.3897820711135864,0.005144962517078966,0.014899207511916757,7.8125e-06,0.005144962517078966,0.9635204970836639,0.09883353114128113,0.7391653209924698,0.6403317898511887,512,,,,,,,,,,,
21,5.832328888529165e-07,0.028320194035768506,0.67578125,0.646720252931118,1.9505223333835602,0.004764702578540891,0.009235928882844746,8.203125000000001e-06,0.004764702578540891,0.9637402147054672,0.08200246840715408,0.7452686801552773,0.6632662117481232,512,,,,,,,,,,,
22,5.832328888529165e-07,0.029649375323895964,0.74609375,0.4291868135333061,1.287064328789711,0.004806489800103009,0.013501687324605882,8.59375e-06,0.004806489800103009,0.9649853259325027,0.11041924357414246,0.9494783580303192,0.8390591144561768,512,,,,,,,,,,,
23,5.832328888529165e-07,0.03097680191750883,0.68359375,0.366112619638443,1.092229887843132,0.004014729347545654,0.017202232033014297,8.984375e-06,0.004014729347545654,0.9588720500469208,0.05561866611242294,0.5908599942922592,0.5352413281798363,512,,,,,,,,,,,
24,3.650079026890262e-05,0.032302474975585936,0.54296875,0.3712182641029358,1.1081944853067398,0.004074948083143681,0.016709306044504046,9.375000000000001e-06,0.004074948083143681,0.9605517238378525,0.04344690591096878,0.5556072369217873,0.5121603310108185,512,3.9374749660491943,0.0017579146660864353,0.03,250047,3.650079026890262e-05,249475,0,86211,86211,4862037922.0,0
