step,train/sparsity,train/target_sparsity,train/grad_norm,train/loss,train/ntp_loss,train/onpolicy_kd_loss,train/aux_loss,train/lr,onpolicy/kl_loss,onpolicy/overlap_ratio_top100,onpolicy/entropy_gap,onpolicy/student_entropy,onpolicy/teacher_entropy,onpolicy/gen_tokens,pgd/kl_at_full_pgd,pgd/kl_at_k_actual,pgd/kl_budget,pgd/k_actual,pgd/post_sparsity,pgd/prunings,pgd/revivals,pgd/turnover,pgd/net_growth,pgd/n_prune_cand,pgd/n_revive_cand
513,0.7000050485564173,0.49319963827729224,0.82421875,0.7021746039390564,1.8159374818205833,0.22905913926661015,0.311864273622632,9.501034165536619e-05,0.22905913926661015,0.6807690188288689,0.3614339828491211,1.99966549128294,1.6382315084338188,512,,,,,,,,,,,
514,0.7000050485564173,0.4938054983262663,0.8203125,0.45369334891438484,1.1502692624926567,0.1928227972239256,0.22455898113548756,9.497210157938234e-05,0.1928227972239256,0.6924633607268333,0.30013465136289597,0.9639865234494209,0.663851872086525,512,,,,,,,,,,,
515,0.7000050485564173,0.4944101738984937,0.9296875,0.5153132118284702,1.3183438628911972,0.1722844634205103,0.24321125261485577,9.49337232846977e-05,0.1722844634205103,0.6881200894713402,0.2217348963022232,0.772225558757782,0.5504906624555588,512,,,,,,,,,,,
516,0.7000050485564173,0.49501366615295406,0.77734375,0.41398097574710846,1.0448798909783363,0.20183135569095612,0.20960785262286663,9.489520688926534e-05,0.20183135569095612,0.6790722459554672,0.34806209802627563,1.15367691218853,0.8056148141622543,512,,,,,,,,,,,
517,0.7000050485564173,0.4956159762486264,0.87109375,0.4212028719484806,1.0724070370197296,0.2306386260315776,0.20396526716649532,9.48565525114628e-05,0.2306386260315776,0.6855615079402924,0.28476933017373085,1.567604724317789,1.2828353941440582,512,,,,,,,,,,,
518,0.7000050485564173,0.4962171053444897,0.8984375,0.37835831567645073,0.9575115144252777,0.20536262914538383,0.1890287958085537,9.481776027009167e-05,0.20536262914538383,0.6904662922024727,0.11912799626588821,1.0782253183424473,0.9590973220765591,512,,,,,,,,,,,
519,0.7000050485564173,0.4968170545995235,1.0234375,0.5385592728853226,1.375697247684002,0.19021999649703503,0.2563004717230797,9.477883028437728e-05,0.19021999649703503,0.7092040851712227,0.10675368458032608,1.7768605202436447,1.6701068356633186,512,,,,,,,,,,,
520,0.7000050485564173,0.4974158251727069,0.9609375,0.6368150934576988,1.642979048192501,0.22147658094763756,0.2867635991424322,9.473976267396831e-05,0.22147658094763756,0.7022167891263962,0.42165403068065643,2.3258365094661713,1.9041824787855148,512,0.0006816902896389365,0.0006816902896389365,0.02,20732,0.7000050485564173,20732,20732,41464,0,20732,39067
521,0.7000050485564173,0.4980134182230189,0.8046875,0.5441761948168278,1.384092427790165,0.1911668125540018,0.26492633670568466,9.470055755893638e-05,0.1911668125540018,0.6995532214641571,0.12871593609452248,1.1197633892297745,0.991047453135252,512,,,,,,,,,,,
522,0.7000050485564173,0.49860983490943905,0.80859375,0.44087208434939384,1.1304475143551826,0.22127826232463121,0.20552841946482658,9.466121505977577e-05,0.22127826232463121,0.6844091489911079,0.19651209563016891,0.8668623268604279,0.6703502312302589,512,,,,,,,,,,,
