step,train/sparsity,train/target_sparsity,train/grad_norm,train/loss,train/ntp_loss,train/onpolicy_kd_loss,train/aux_loss,train/lr,onpolicy/kl_loss,onpolicy/overlap_ratio_top100,onpolicy/entropy_gap,onpolicy/student_entropy,onpolicy/teacher_entropy,onpolicy/gen_tokens,pgd/kl_at_full_pgd,pgd/kl_at_k_actual,pgd/kl_budget,pgd/k_actual,pgd/post_sparsity,pgd/prunings,pgd/revivals,pgd/turnover,pgd/net_growth,pgd/n_prune_cand,pgd/n_revive_cand
20,0.7000039589181435,0.026989256894147017,75.5,4.03929540514946,7.378504753112793,5.423870146274567,4.8617837727069855,7.8125e-06,5.423870146274567,0.23384765163064003,8.102183789014816,9.256161093711853,1.1539773046970367,512,,,,,,,,,,,
21,0.7000039589181435,0.028320194035768506,103,3.9451923966407776,6.939229369163513,5.002208977937698,5.015898644924164,8.203125000000001e-06,5.002208977937698,0.26481445133686066,8.107537314295769,9.468065440654755,1.360528126358986,512,,,,,,,,,,,
22,0.7000039589181435,0.029649375323895964,99.5,3.9046531915664673,6.678937315940857,4.670362889766693,5.153344452381134,8.59375e-06,4.670362889766693,0.2790576107800007,7.874781413003802,9.534229159355164,1.6594477463513613,512,,,,,,,,,,,
23,0.7000039589181435,0.03097680191750883,88.5,3.837318569421768,6.975103080272675,5.145078361034393,4.65313446521759,8.984375e-06,5.145078361034393,0.2566650379449129,8.41251415759325,9.031849145889282,0.619334988296032,512,,,,,,,,,,,
24,0.7000039589181435,0.032302474975585936,97.5,3.7284063696861267,6.446785867214203,5.202191472053528,4.851414710283279,9.375000000000001e-06,5.202191472053528,0.26353270187973976,8.57773583382368,9.236603021621704,0.6588671877980232,512,0.0009437144035473466,0.0009437144035473466,0.02,107,0.7000039589181435,107,107,214,0,107,14487
25,0.7000039589181435,0.03362639565710664,97.5,3.554863393306732,6.072124361991882,4.670910954475403,4.700188398361206,9.765625e-06,4.670910954475403,0.2808935511857271,7.33695500344038,8.211166203022003,0.8742111995816231,512,,,,,,,,,,,
26,0.7000039589181435,0.03494856512105032,82,3.561833471059799,6.480786323547363,4.257318049669266,4.3126480877399445,1.0156250000000001e-05,4.257318049669266,0.306950680911541,7.471980359405279,8.85180139541626,1.3798210360109806,512,,,,,,,,,,,
27,0.7000039589181435,0.03626898452639579,55,3.5650044679641724,6.255311965942383,4.1865895092487335,4.547731578350067,1.0546875e-05,4.1865895092487335,0.3008813336491585,6.723451316356659,7.514343440532684,0.7908921241760254,512,,,,,,,,,,,
28,0.7000039589181435,0.03758765503212251,65,3.440764397382736,6.807416021823883,3.9381463825702667,3.6191423535346985,1.09375e-05,3.9381463825702667,0.3068798743188381,6.10437449067831,6.791264533996582,0.6868900433182716,512,,,,,,,,,,,
29,0.7000039589181435,0.038904577797209836,53.75,3.3970369398593903,6.546273410320282,3.7864096760749817,3.7477771937847137,1.1328125000000001e-05,3.7864096760749817,0.2970336861908436,5.307891584932804,6.475688695907593,1.1677971109747887,512,,,,,,,,,,,
30,0.7000039589181435,0.0402197539806366,65,3.3566267490386963,6.412020027637482,3.830216407775879,3.7595757246017456,1.171875e-05,3.830216407775879,0.30302733555436134,4.719203323125839,5.774729371070862,1.0555260479450226,512,,,,,,,,,,,
31,0.7000039589181435,0.04153318474138215,45,3.224736452102661,5.866475611925125,3.499263882637024,3.9054527282714844,1.2109375000000001e-05,3.499263882637024,0.3068554550409317,4.9743098467588425,6.106394648551941,1.1320848017930984,512,,,,,,,,,,,
32,0.7000039591933742,0.04284487123842596,79,3.1766107976436615,6.265780329704285,3.412632793188095,3.360312670469284,1.25e-05,3.412632793188095,0.3252807445824146,3.0880609080195427,4.215856969356537,1.1277960613369942,512,0.0010692918440327048,0.0010692918440327048,0.02,407,0.7000039591933742,407,407,814,0,407,14790
33,0.7000039591933742,0.04415481463074684,168,2.9936378598213196,5.474233627319336,2.7625607550144196,3.5973958373069763,1.2890625e-05,2.7625607550144196,0.35909178107976913,3.966357782483101,5.479696810245514,1.513339027762413,512,,,,,,,,,,,
34,0.7000039591933742,0.045463016077324156,48,3.057784616947174,5.768155097961426,2.97524693608284,3.4978585839271545,1.3281250000000001e-05,2.97524693608284,0.34510253369808197,4.135886609554291,5.797120004892349,1.6612333953380585,512,,,,,,,,,,,
35,0.7000039591933742,0.04676947673713728,85,3.210797607898712,6.6792091727256775,3.166522741317749,3.0504800975322723,1.3671875e-05,3.166522741317749,0.3305688351392746,5.2225460186600685,6.415980756282806,1.1934347376227379,512,,,,,,,,,,,
36,0.7000039591933742,0.048074197769165036,71.5,2.949309527873993,5.487927198410034,2.8515155911445618,3.449374109506607,1.4062500000000001e-05,2.8515155911445618,0.3607788011431694,4.7822079211473465,5.9159324169158936,1.133724495768547,512,,,,,,,,,,,
37,0.7000039591933742,0.04937718033238687,42.75,2.764001250267029,4.990797758102417,2.442426096647978,3.3849633634090424,1.4453125e-05,2.442426096647978,0.3814355358481407,3.8163285441696644,6.74733167886734,2.9310031346976757,512,,,,,,,,,,,
38,0.7000039591933742,0.050678425585782144,81.5,2.881262958049774,5.6172807812690735,2.779361665248871,3.1138190627098083,1.484375e-05,2.779361665248871,0.3637475408613682,4.672912955284119,5.318460941314697,0.6455479860305786,512,,,,,,,,,,,
39,0.7000039591933742,0.051977934688329695,49,2.572625994682312,4.718724966049194,2.7093736231327057,3.077111095190048,1.5234375000000001e-05,2.7093736231327057,0.36189208179712296,2.6560189612209797,3.385038375854492,0.7290194146335125,512,,,,,,,,,,,
40,0.7000039591933742,0.05327570879900888,58,2.669351428747177,5.2478721141815186,2.7790659368038177,2.8410713374614716,1.5625e-05,2.7790659368038177,0.3729809373617172,1.5946802720427513,3.0306783467531204,1.435998074710369,512,0.0012462538434192538,0.0012462538434192538,0.02,752,0.7000039591933742,752,752,1504,0,752,15131
41,0.7000039591933742,0.054571749076799146,90.5,2.7517548501491547,5.683310776948929,2.631857067346573,2.655339926481247,1.6015625e-05,2.631857067346573,0.37458495050668716,2.1497160494327545,4.197874933481216,2.048158884048462,512,,,,,,,,,,,
42,0.7000039591933742,0.055866056680679316,49.75,2.388903170824051,4.408888667821884,2.3301717340946198,2.8302115201950073,1.6406250000000002e-05,2.3301717340946198,0.38465818762779236,1.9300968684256077,3.2394819855690002,1.3093851171433926,512,,,,,,,,,,,
43,0.7000039591933742,0.057158632769628764,38.5,2.6455305218696594,5.148976415395737,2.223873019218445,2.867782473564148,1.6796875e-05,2.223873019218445,0.3978857286274433,2.2140321619808674,4.205987423658371,1.9919552616775036,512,,,,,,,,,,,
44,0.7000039591933742,0.058449478502626856,33.5,2.5104799270629883,4.947941571474075,1.9062854647636414,2.6595730781555176,1.71875e-05,1.9062854647636414,0.41487792506814003,2.6225907653570175,4.0094684064388275,1.38687764108181,512,,,,,,,,,,,
45,0.7000039591933742,0.05973859503865241,41.5,2.158316969871521,3.903574287891388,2.058037757873535,2.6367799639701843,1.7578125000000002e-05,2.058037757873535,0.3896557502448559,3.061468493193388,3.73148912191391,0.6700206287205219,512,,,,,,,,,,,
46,0.7000039591933742,0.06102598353668489,26.75,2.087510794401169,3.7863332331180573,2.0646276772022247,2.5394568741321564,1.796875e-05,2.0646276772022247,0.4050952084362507,2.794880084693432,4.51933354139328,1.7244534566998482,512,,,,,,,,,,,
47,0.7000039591933742,0.062311645155703636,44.25,2.242366313934326,4.434135407209396,1.7930517792701721,2.360913723707199,1.8359375e-05,1.7930517792701721,0.4219921790063381,2.213024813681841,4.039734989404678,1.8267101757228374,512,,,,,,,,,,,
48,0.7000039589181435,0.0635955810546875,32.75,2.166472375392914,4.3335393369197845,1.606233574450016,2.2315283715724945,1.8750000000000002e-05,1.606233574450016,0.4480224438011646,1.5644618794322014,3.480955809354782,1.9164939299225807,512,0.0028762747533619404,0.0028762747533619404,0.02,1586,0.7000039589181435,1586,1587,3173,-1,1586,15967
49,0.7000039589181435,0.06487779239261583,32.75,1.8479356169700623,3.463988095521927,1.8277965784072876,2.1358165740966797,1.9140625e-05,1.8277965784072876,0.42591307684779167,1.626096710562706,3.1377426832914352,1.5116459727287292,512,,,,,,,,,,,
50,0.7000039589181435,0.06615828032846807,23,2.4708271920681,5.087172240018845,1.4652682542800903,2.400182545185089,1.953125e-05,1.4652682542800903,0.44425536319613457,1.413415651768446,2.679778963327408,1.2663633115589619,512,,,,,,,,,,,
51,0.7000039589181435,0.06743704602122307,190,2.5120281279087067,5.263992160558701,1.5596269816160202,2.3482139259576797,1.9921875e-05,1.5596269816160202,0.4516943246126175,1.8843687176704407,3.086728036403656,1.2023593187332153,512,,,,,,,,,,,
52,0.7000039589181435,0.06871409062986017,19,1.6483070701360703,2.9771832823753357,1.582108199596405,2.0176864117383957,2.0312500000000002e-05,1.582108199596405,0.46400389820337296,1.7490934953093529,3.469205677509308,1.720112182199955,512,,,,,,,,,,,
53,0.7000039589181435,0.06998941531335874,16.75,2.082020878791809,4.189259767532349,1.4533109962940216,2.1198942065238953,2.0703125e-05,1.4533109962940216,0.46888426318764687,1.5108999088406563,2.386182814836502,0.8752829059958458,512,,,,,,,,,,,
54,0.7000039589181435,0.07126302123069762,18.75,2.261365756392479,4.805617928504944,1.2422614097595215,2.0470052659511566,2.109375e-05,1.2422614097595215,0.4650268442928791,1.7192608192563057,3.5599747002124786,1.840713880956173,512,,,,,,,,,,,
55,0.7000039589181435,0.07253490954085626,27.25,1.880225047469139,3.877617597579956,1.3462306410074234,1.8200339078903198,2.1484375000000002e-05,1.3462306410074234,0.47252683714032173,1.516359731554985,2.6247163265943527,1.1083565950393677,512,,,,,,,,,,,
56,0.7000039586429128,0.073805081402814,24,1.631016105413437,3.3400758802890778,1.1203249096870422,1.6023968607187271,2.1875e-05,1.1203249096870422,0.45952390134334564,1.1274843588471413,2.1735880970954895,1.0461037382483482,512,0.0017692599212750793,0.0017692599212750793,0.02,3387,0.7000039586429128,3387,3388,6775,-1,3387,17767
57,0.7000039586429128,0.07507353797554969,17.25,1.9214127361774445,4.103756934404373,1.3364792615175247,1.7187056243419647,2.2265625e-05,1.3364792615175247,0.45488523691892624,1.4478018023073673,2.6632027477025986,1.2154009453952312,512,,,,,,,,,,,
58,0.7000039586429128,0.0763402804180427,13.3125,1.6744621098041534,3.472573608160019,1.317942127585411,1.6015537530183792,2.2656250000000002e-05,1.317942127585411,0.4858325161039829,1.6942678317427635,3.2050982862710953,1.5108304545283318,512,,,,,,,,,,,
59,0.7000039586429128,0.07760530988927244,15.0625,1.739299476146698,3.5437464118003845,1.3479276150465012,1.7268579304218292,2.3046875e-05,1.3479276150465012,0.47664305567741394,1.8845491036772728,3.2179481834173203,1.3333990797400475,512,,,,,,,,,,,
60,0.7000039586429128,0.07886862754821777,25.625,1.5827211737632751,3.37099689245224,1.256552368402481,1.4251276701688766,2.34375e-05,1.256552368402481,0.49379637092351913,1.6397052928805351,2.629509598016739,0.9898043051362038,512,,,,,,,,,,,
61,0.7000039586429128,0.08013023455385804,15.1875,1.6402813643217087,3.53621044754982,1.1594162806868553,1.4343389123678207,2.3828125e-05,1.1594162806868553,0.5133227333426476,1.1438661590218544,2.0092015713453293,0.8653354123234749,512,,,,,,,,,,,
62,0.7000039586429128,0.08139013206517264,10.1875,1.4889848232269287,3.128680318593979,0.8425009623169899,1.3833946585655212,2.4218750000000003e-05,0.8425009623169899,0.5061547681689262,0.7804034035652876,2.707869067788124,1.9274656642228365,512,,,,,,,,,,,
63,0.7000039586429128,0.08264832124114035,11,1.3511928617954254,2.8016070127487183,0.9631482884287834,1.2929166555404663,2.4609375e-05,0.9631482884287834,0.5040234178304672,1.208779901266098,2.817137584090233,1.6083576828241348,512,,,,,,,,,,,
64,0.7000039668998332,0.08390480324074068,11.4375,1.5305116027593613,3.2254998683929443,0.9672215580940247,1.4124137908220291,2.5e-05,0.9672215580940247,0.5244286917150021,1.1333070993423462,3.2700234204530716,2.1367163211107254,512,0.0020039607770740986,0.0020039607770740986,0.02,6776,0.7000039668998332,6776,6776,13552,0,6776,21185
65,0.7000039668998332,0.08515957922295293,11.6875,1.1117661520838737,2.2525100708007812,1.0431635528802872,1.1164781302213669,2.5390625000000002e-05,1.0431635528802872,0.5117162950336933,1.0793134532868862,2.8965465426445007,1.8172330893576145,512,,,,,,,,,,,
66,0.7000039668998332,0.08641265034675598,11.875,1.2859369814395905,2.7759405970573425,0.8784752935171127,1.120838038623333,2.578125e-05,0.8784752935171127,0.514313954859972,0.6976770833134651,1.8687590807676315,1.1710819974541664,512,,,,,,,,,,,
67,0.7000039668998332,0.08766401777112916,9.125,1.3340914770960808,2.7937607914209366,0.8480082973837852,1.2489405199885368,2.6171875e-05,0.8480082973837852,0.5235961712896824,0.7624255418777466,1.9030207097530365,1.14059516787529,512,,,,,,,,,,,
68,0.7000039668998332,0.08891368265505194,18.5,1.3357142731547356,2.8923147469758987,0.8133116364479065,1.155304029583931,2.6562500000000002e-05,0.8133116364479065,0.5235253870487213,0.6846958845853806,2.094557784497738,1.4098618999123573,512,,,,,,,,,,,
69,0.7000039668998332,0.09016164615750312,6.1875,1.621935397386551,3.5774769335985184,0.754806250333786,1.3374786078929901,2.6953125000000003e-05,0.754806250333786,0.5524657890200615,0.8372989632189274,1.697474330663681,0.8601753674447536,512,,,,,,,,,,,
70,0.7000039668998332,0.09140790943746209,10.875,1.086148165166378,2.3022591322660446,0.8237740583717823,0.9890987947583199,2.734375e-05,0.8237740583717823,0.5349023342132568,1.0434012450277805,1.972428023815155,0.9290267787873745,512,,,,,,,,,,,
71,0.7000039668998332,0.09265247365390822,7.9375,1.4918654337525368,3.374557450413704,0.8662435412406921,1.1462465226650238,2.7734375e-05,0.8662435412406921,0.5387817174196243,0.5581309981644154,1.9964271485805511,1.4382961504161358,512,,,,,,,,,,,
72,0.7000039668998332,0.09389533996582031,5.6875,1.3431516885757446,3.0031737089157104,0.6647622101008892,1.0669828280806541,2.8125000000000003e-05,0.6647622101008892,0.5618847459554672,0.8831728883087635,2.1280588656663895,1.244885977357626,512,0.0015051052905619144,0.0015051052905619144,0.02,6299,0.7000039668998332,6299,6299,12598,0,6299,20708
73,0.7000039668998332,0.09513650953217782,41,1.4868931770324707,3.361616775393486,0.7945384904742241,1.1441200003027916,2.8515625e-05,0.7945384904742241,0.5587573200464249,0.7929465845227242,2.076941803097725,1.2839952185750008,512,,,,,,,,,,,
74,0.7000039668998332,0.09637598351196013,6.59375,1.1261773258447647,2.5439049005508423,0.6400505416095257,0.8687534257769585,2.890625e-05,0.6400505416095257,0.5714575052261353,0.5145637802779675,1.6552896797657013,1.1407258994877338,512,,,,,,,,,,,
75,0.7000039668998332,0.09761376306414604,14.6875,1.487991064786911,3.3880238234996796,0.626709096133709,1.1210399121046066,2.9296875000000002e-05,0.626709096133709,0.5647778064012527,0.8053970336914062,1.9586516916751862,1.15325465798378,512,,,,,,,,,,,
76,0.7000039668998332,0.09884984934771493,4.84375,0.9052582532167435,1.993595913052559,0.6068873219192028,0.7496107965707779,2.96875e-05,0.6068873219192028,0.5776220634579659,0.9535833448171616,2.867988020181656,1.9144046753644943,512,,,,,,,,,,,
77,0.7000039668998332,0.10008424352164624,1136,1.0751818716526031,2.4418357014656067,0.6833912208676338,0.8162910044193268,3.0078125e-05,0.6833912208676338,0.5654028132557869,0.6545295566320419,1.8251813352108002,1.1706517785787582,512,,,,,,,,,,,
78,0.7000039668998332,0.10131694674491881,20.75,1.347007617354393,3.0795698910951614,0.6490068025887012,1.0022712051868439,3.0468750000000002e-05,0.6490068025887012,0.5944604575634003,0.6160754039883614,1.5916607230901718,0.9755853191018105,512,,,,,,,,,,,
79,0.7000039668998332,0.102547960176512,4.5625,1.0144635513424873,2.335169032216072,0.7135026752948761,0.738962784409523,3.0859375e-05,0.7135026752948761,0.5570556409657001,1.1128437630832195,2.6926906257867813,1.5798468627035618,512,,,,,,,,,,,
80,0.7000039668998332,0.10377728497540517,5.03125,0.8610453754663467,1.9538202583789825,0.5647389963269234,0.6554080471396446,3.125e-05,0.5647389963269234,0.5904028117656708,0.15152763575315475,1.889961153268814,1.7384335175156593,512,0.0013236405793577433,0.0013236405793577433,0.02,3363,0.7000039668998332,3363,3363,6726,0,3363,17770
81,0.7000039668998332,0.10500492230057716,3.3125,0.6350718885660172,1.3715399354696274,0.6885404996573925,0.5529202818870544,3.1640625e-05,0.6885404996573925,0.5768969431519508,0.7219231426715851,1.7568484097719193,1.0349252671003342,512,,,,,,,,,,,
82,0.7000039668998332,0.10623087331100739,3.21875,0.861759178340435,1.8927940726280212,0.528063278645277,0.7185972444713116,3.203125e-05,0.528063278645277,0.5978051647543907,0.617739163339138,1.3448264002799988,0.7270872369408607,512,,,,,,,,,,,
83,0.7000039668998332,0.10745513916567526,3.671875,1.0732542648911476,2.4280292242765427,0.6515951789915562,0.8242563307285309,3.2421875e-05,0.6515951789915562,0.5895922780036926,0.33944034576416016,1.8094920963048935,1.4700517505407333,512,,,,,,,,,,,
84,0.7000039668998332,0.10867772102355956,3,0.8210463747382164,1.8563450574874878,0.5399398058652878,0.6316741928458214,3.2812500000000005e-05,0.5399398058652878,0.591811515390873,0.6879631727933884,1.820119470357895,1.1321562975645065,512,,,,,,,,,,,
85,0.7000039668998332,0.10989862004363969,6.78125,1.0969317927956581,2.6257394105196,0.5363247282803059,0.6982961557805538,3.3203125e-05,0.5363247282803059,0.5923608168959618,0.502339456230402,1.6686199307441711,1.1662804745137691,512,,,,,,,,,,,
86,0.7000039668998332,0.11111783738489507,4.34375,1.0476438477635384,2.4912385046482086,0.4672022834420204,0.6834396757185459,3.359375e-05,0.4672022834420204,0.5898266434669495,0.5560627020895481,1.388310544192791,0.8322478421032429,512,,,,,,,,,,,
87,0.7000039668998332,0.11233537420630454,2.84375,0.9126706644892693,2.0821864753961563,0.462478656321764,0.6834820695221424,3.3984375000000004e-05,0.462478656321764,0.6176000908017159,0.6678439155220985,2.180219851434231,1.5123759359121323,512,,,,,,,,,,,
88,0.7000039668998332,0.11355123166684747,4.21875,0.960457518696785,2.251062825322151,0.5487714670598507,0.6594143994152546,3.4375e-05,0.5487714670598507,0.5981860160827637,0.7854994125664234,2.135521575808525,1.3500221632421017,512,0.0014857775531709194,0.0014857775531709194,0.02,6814,0.7000039668998332,6814,6814,13628,0,6814,21217
89,0.7000039668998332,0.11476541092550321,4.875,0.7986593991518021,1.8526151329278946,0.49514901265501976,0.5675648041069508,3.4765625e-05,0.49514901265501976,0.5994921550154686,0.9589221253991127,2.1715064644813538,1.212584339082241,512,,,,,,,,,,,
90,0.7000039668998332,0.1159779131412506,2.921875,0.836929127573967,1.904285877943039,0.5669091381132603,0.6318628713488579,3.5156250000000004e-05,0.5669091381132603,0.6135156080126762,0.5090455636382103,1.6601951941847801,1.1511496305465698,512,,,,,,,,,,,
91,0.7000039668998332,0.11718873947306908,2.921875,0.7160674706101418,1.5555893182754517,0.49597126618027687,0.6143119931221008,3.5546875e-05,0.49597126618027687,0.6087231263518333,0.4308598227798939,1.23272355645895,0.8018637336790562,512,,,,,,,,,,,
92,0.7000039668998332,0.11839789107993802,6.40625,0.906449444591999,2.135500580072403,0.4835285097360611,0.6113158389925957,3.59375e-05,0.4835285097360611,0.5904687456786633,0.49736377596855164,1.7941290065646172,1.2967652305960655,512,,,,,,,,,,,
93,0.7000039668998332,0.11960536912083625,2.453125,0.7682303413748741,1.7867910712957382,0.4076541028916836,0.5411796346306801,3.6328125000000004e-05,0.4076541028916836,0.6182348430156708,0.4488299712538719,1.1825824901461601,0.7337525188922882,512,,,,,,,,,,,
94,0.7000039668998332,0.12081117475474312,2.78125,1.189484290778637,2.766616202890873,0.4672936610877514,0.8378814794123173,3.671875e-05,0.4672936610877514,0.6076830923557281,0.5584648102521896,1.492479644715786,0.9340148344635963,512,,,,,,,,,,,
95,0.7000039668998332,0.1220153091406381,2.625,0.8400139808654785,1.937635824084282,0.3073514234274626,0.60786097869277,3.7109375e-05,0.3073514234274626,0.6170043870806694,0.3135238252580166,1.8993800804018974,1.5858562551438808,512,,,,,,,,,,,
96,0.700003978459522,0.1232177734375,2.75,0.7803103476762772,1.7954423129558563,0.49758077040314674,0.5691344030201435,3.7500000000000003e-05,0.49758077040314674,0.6010741963982582,0.7851752899587154,2.0735777467489243,1.2884024567902088,512,0.0012840316630899906,0.0012840316630899906,0.02,5972,0.700003978459522,5972,5972,11944,0,5972,20417
97,0.700003978459522,0.12441856880430817,2.234375,0.7018829025328159,1.6330979764461517,0.5008388794958591,0.49381979182362556,3.7890625e-05,0.5008388794958591,0.6008593589067459,0.5192701257765293,1.8252909258008003,1.306020800024271,512,,,,,,,,,,,
98,0.700003978459522,0.12561769640004203,5.1875,0.8427421078085899,2.0253088623285294,0.42682251892983913,0.5284549780189991,3.828125e-05,0.42682251892983913,0.6067358367145061,0.1703066062182188,0.8352041523903608,0.664897546172142,512,,,,,,,,,,,
99,0.700003978459522,0.12681515738368035,3.71875,0.7673058956861496,1.8208643943071365,0.5735259279608727,0.5043049082159996,3.8671875e-05,0.5735259279608727,0.6185180470347404,0.13570746034383774,2.2755019515752792,2.1397944912314415,512,,,,,,,,,,,
100,0.700003978459522,0.12801095291420259,3.28125,0.48661933839321136,1.101808711886406,0.4596613198518753,0.3727952800691128,3.90625e-05,0.4596613198518753,0.5967333912849426,0.9632426165044308,2.7063116654753685,1.7430690489709377,512,,,,,,,,,,,
101,0.700003978459522,0.12920508415058812,1.75,0.6276936009526253,1.4579076766967773,0.4085907153785229,0.4441940560936928,3.9453125000000005e-05,0.4085907153785229,0.622868649661541,0.44115637615323067,1.291606180369854,0.8504498042166233,512,,,,,,,,,,,
102,0.700003978459522,0.1303975522518158,3.078125,0.9425968527793884,2.2708006650209427,0.39615028724074364,0.5855532996356487,3.984375e-05,0.39615028724074364,0.6289941221475601,0.6893927529454231,1.905455768108368,1.2160630151629448,512,,,,,,,,,,,
103,0.700003978459522,0.13158835837686494,6.90625,1.2906227707862854,3.0967489182949066,0.516617301851511,0.8142290413379669,4.0234375e-05,0.516617301851511,0.6009106412529945,0.11909875273704529,1.749684788286686,1.6305860355496407,512,,,,,,,,,,,
104,0.700003978459522,0.13277750368471503,2.296875,0.8103545010089874,1.9019615352153778,0.44923993572592735,0.5536580942571163,4.0625000000000005e-05,0.44923993572592735,0.6220190301537514,0.5448058992624283,2.3597430735826492,1.814937174320221,512,0.0012223427183926105,0.0012223427183926105,0.02,4514,0.700003978459522,4514,4514,9028,0,4514,18966
