Qwen 3 4B dense																						wandb b2rdczje	/home1/doyoonkim/.cache/huggingface/hub/models--Qwen--Qwen3-4B/snapshots/1cfa9a7208912126459214e8b04321603b3df60c	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_4b_nostrip8192/runs/b2rdczje
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
Qwen 3 4B s60 Ours																						wandb x2pcgf19	cosmos1030/gmp-kd3e-1-s60pct-lr5e-5_20260901_075817	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_4b_nostrip8192/runs/x2pcgf19
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	60.2	87.0	8.8	0.69	5146	37.88	25.25	13.33	10124	59.52	23.48	11.49	5025	27.24	35.45	0	20983	89.39	3.49	1.1	2174	65.79
1	61.24	86.8	8.2	0.69	5035	42.42	25.25	13.1	10250	58.04	23.66	12.42	5075	28.73	32.46	0	20228	90.22	3.26	0.92	2136	65.95
42	60.72	87.4	9.4	1.6	5237	41.41	21.21	13.41	9851	56.19	24.95	13.16	5257	28.73	33.58	0	20592	89.84	2.65	0.59	2120	65.54
mean	60.72	87.07	8.8	0.99	5139	40.57	23.91	13.28	10075	57.92	24.03	12.36	5119	28.23	33.83	0.0	20601	89.82	3.13	0.87	2144	65.76
std	0.52	0.31	0.6	0.53	101	2.39	2.33	0.17	204	1.67	0.81	0.84	122	0.86	1.51	0.0	378	0.42	0.43	0.26	28	0.2
																						
Qwen 3 4B s60 Ours w/o OPD (0.5/0.5/0)																						wandb s1pnmvoy	cosmos1030/gmp-kd5e-1-s60pct-lr5e-5_20260915_181935	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_4b_nostrip8192/runs/s1pnmvoy
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	58.76	85.0	9.4	1.41	5341	38.89	25.25	18.18	10127	55.45	18.48	10.33	4359	26.12	23.51	0	19294	88.32	3.18	0.52	2152	63.72
1	59.72	86.4	10.8	3.01	5157	39.9	23.74	20.25	10199	56.56	17.38	9.8	4135	26.12	24.25	0	19602	89.61	2.88	1.1	2091	64.67
42	60.23	87.6	9.2	1.37	5128	39.39	20.71	16.67	9964	57.86	16.82	11.18	4097	28.36	23.51	0	19044	87.95	2.5	0.78	2100	65.44
mean	59.57	86.33	9.8	1.93	5209	39.39	23.23	18.37	10097	56.62	17.56	10.44	4197	26.87	23.76	0.0	19313	88.63	2.86	0.8	2114	64.61
std	0.75	1.3	0.87	0.93	115	0.51	2.31	1.8	120	1.2	0.85	0.7	142	1.29	0.43	0.0	280	0.87	0.34	0.29	33	0.86
																						
