Qwen 3 8B dense																						wandb xp6jch5n	/home1/doyoonkim/.cache/huggingface/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/xp6jch5n
std	0.39	0.83	0.87	0.46	56	2.67	2.1	0.8	269	0.7	0.85	1.27	117	0.57	1.51	0.0	212	0.15	0.4	0.12	13	0.28
																						
Qwen 3 8B s50 SparseGPT selfgen  [1/3 seeds complete]  [finished/running]																						wandb 4vr9z3wb k7cdxa9c	/home1/doyoonkim/projects/elsa/models/qwen3_8b_sgpt_s50pct_n128_selfgenv3	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/4vr9z3wb https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/k7cdxa9c
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	-	90.6	8.2	1.52	5011	-	-	-	-	57.3	24.4	18.64	5132	37.69	32.84	0	19731	92.27	2.5	0.65	2392	69.46
42	62.91	89.4	8.2	2.4	4944	37.88	21.21	16.67	9752	56.19	26.06	18.72	5317	38.43	34.7	0	20047	92.65	2.58	0.97	2409	69.17
																						
Qwen 3 8B s50 SparseLLM  [2/3 seeds complete]  [running]																						wandb 5p9kg9au	/home/doyoonkim/models/sparsellm_8b_s50	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/5p9kg9au
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	68.4	92.0	4.4	0.86	4162	43.43	6.06	5.49	7686	71.9	10.17	4.89	2677	42.16	19.4	0	17619	92.49	1.21	0.41	1591	74.64
1	67.28	91.6	5.2	0.43	4189	40.4	9.09	8.05	8249	70.79	11.09	6.36	2845	41.42	21.64	0	17677	92.19	1.36	0.33	1632	74.0
mean	67.84	91.8	4.8	0.65	4176	41.92	7.58	6.77	7968	71.35	10.63	5.62	2761	41.79	20.52	0.0	17648	92.34	1.29	0.37	1612	74.32
std	0.79	0.28	0.57	0.3	19	2.14	2.14	1.8	399	0.78	0.65	1.04	119	0.53	1.58	0.0	41	0.21	0.11	0.06	29	0.45
																						
Qwen 3 8B s50 ALPS																						wandb dcdjjxif i2js42zd	/NHNHOME/log-postech/doyoonkim/models/qwen3_8b_alps_s50pct	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/dcdjjxif https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/i2js42zd
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	70.89	92.2	5.2	1.91	4364	43.43	6.06	4.44	7799	74.68	8.13	5.39	2496	50.75	20.52	0	17966	93.4	1.29	0.16	1794	77.76
1	70.61	92.4	5.2	0.86	4391	48.99	7.58	6.73	7669	72.09	10.72	5.8	2897	46.64	23.51	0	18670	92.95	1.44	0.24	1838	76.02
42	70.54	92.8	5.2	1.07	4362	45.45	8.59	4.26	7901	72.09	10.17	7.14	2868	49.25	22.01	0	18025	93.1	1.44	0.65	1836	76.81
mean	70.68	92.47	5.2	1.28	4372	45.96	7.41	5.14	7790	72.95	9.67	6.11	2753	48.88	22.01	0.0	18220	93.15	1.39	0.35	1823	76.86
std	0.19	0.31	0.0	0.56	16	2.81	1.27	1.38	116	1.49	1.36	0.92	224	2.08	1.49	0.0	391	0.23	0.09	0.26	25	0.87
																						
Qwen 3 8B s50 ALPS selfgen  [1/3 seeds complete]																						wandb ipdx9nqz	/home1/doyoonkim/projects/elsa/models/qwen3_8b_selfgen_v3_alps_s50pct	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/ipdx9nqz
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
42	68.65	90.6	6.8	2.16	4691	46.46	8.59	3.16	7858	70.79	8.13	4.25	2680	42.91	27.24	0	19154	92.49	1.97	0.49	1942	74.2
																						
Qwen 3 8B s50 ALPS+retrain																						wandb re907ejb lqfpuzwt	cosmos1030/gmp-kd3e-1-s50pct-lr5e-5_20260908_053513	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/re907ejb https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/lqfpuzwt
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	70.09	91.6	5.6	0.87	4715	47.47	10.61	6.0	8793	70.43	8.5	4.03	2569	47.76	18.66	0	17269	93.18	1.59	0.32	2084	75.74
1	69.65	91.8	5.6	0.65	4791	48.48	13.13	7.69	8547	71.35	7.39	4.22	2266	44.4	17.54	0	17667	92.19	2.05	0.9	2100	74.94
42	70.08	91.0	6.4	0.87	4727	47.47	10.1	7.84	8544	71.35	10.17	6.08	2765	47.76	19.4	0	17729	92.8	1.44	0.33	2087	75.73
mean	69.94	91.47	5.87	0.8	4744	47.81	11.28	7.18	8628	71.04	8.69	4.78	2534	46.64	18.53	0.0	17555	92.72	1.69	0.52	2090	75.47
std	0.25	0.42	0.46	0.13	41	0.58	1.62	1.02	143	0.53	1.4	1.13	251	1.94	0.94	0.0	250	0.5	0.32	0.33	8	0.46
																						
Qwen 3 8B s50 Ours																						wandb 2ddtwf5t sf0xyxbz	cosmos1030/gmp-kd3e-1-s50pct-lr5e-5_20260907_210125	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/2ddtwf5t https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/sf0xyxbz
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	70.2	92.0	5.8	1.08	4786	45.96	18.69	11.65	9315	69.5	11.83	6.93	3064	50.0	19.03	0	17467	93.56	1.59	0.56	2020	76.26
1	69.53	91.2	6.8	1.72	4844	46.46	16.16	11.54	9228	69.87	10.91	6.9	2996	47.39	19.4	0	17251	92.72	1.9	0.65	2026	75.3
42	71.18	91.0	6.8	1.52	5006	47.98	18.69	9.52	9288	72.09	9.61	6.25	2711	52.24	18.28	0	17139	92.57	1.67	0.41	1989	76.97
mean	70.3	91.4	6.47	1.44	4879	46.8	17.85	10.9	9277	70.49	10.78	6.69	2924	49.88	18.91	0.0	17286	92.95	1.72	0.54	2012	76.18
std	0.83	0.53	0.58	0.33	114	1.05	1.46	1.2	45	1.4	1.11	0.38	187	2.43	0.57	0.0	166	0.53	0.16	0.12	20	0.84
																						
Qwen 3 8B s60 SparseGPT																						wandb 0jhvupb7 41dgii3b	cosmos1030/qwen3-8b-sgpt-s60pct-ot80fw20	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/0jhvupb7 https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/41dgii3b
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	9.4	5.0	94.8	93.28	15738	0.51	96.97	98.25	16017	8.69	86.88	70.06	14515	1.49	98.51	42.86	32432	31.31	66.79	65.24	6238	11.62
1	8.62	3.4	96.4	95.42	15960	0.0	100	100	16384	7.39	87.62	75.61	14629	0.75	97.76	66.67	32303	31.54	66.41	64.84	6227	10.77
42	9.48	5.0	94.8	93.24	15691	0.51	97.47	98.44	16055	7.95	89.09	73.29	14810	1.12	98.51	50.0	32410	32.83	64.97	63.02	6109	11.72
mean	9.17	4.47	95.33	93.98	15796	0.34	98.15	98.89	16152	8.01	87.86	72.99	14651	1.12	98.26	53.17	32381	31.89	66.06	64.36	6191	11.37
std	0.48	0.92	0.92	1.25	143	0.29	1.62	0.96	202	0.65	1.13	2.79	149	0.37	0.43	12.22	69	0.82	0.96	1.18	72	0.52
																						
Qwen 3 8B s60 SparseGPT selfgen  [1/3 seeds complete]  [finished/running]																						wandb 1uf66ape 8gvmt5je	/home1/doyoonkim/projects/elsa/models/qwen3_8b_sgpt_s60pct_n128_selfgenv3	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/1uf66ape https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/8gvmt5je
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	-	37.0	61.0	55.31	11787	-	-	-	-	8.13	85.03	72.67	14218	0.37	99.63	66.67	32669	67.4	29.57	24.85	4182	28.23
42	21.94	34.2	64.2	56.49	12205	3.54	89.9	89.39	15304	7.39	84.29	75.16	14117	0.0	100	100	32768	64.59	32.3	27.86	4368	26.55
																						
Qwen 3 8B s60 SparseLLM  [1/3 seeds complete]  [running]																						wandb 3c0n07cu	/home/doyoonkim/models/sparsellm_8b_s60	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/3c0n07cu
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	52.23	78.2	17.0	7.13	5572	23.23	37.88	26.98	10595	43.99	36.78	18.21	6921	25.37	58.96	0	23750	90.37	3.11	0.83	1913	59.48
																						
Qwen 3 8B s60 ALPS																						wandb b177u96x 6k9p8u3h	/NHNHOME/log-postech/doyoonkim/models/qwen3_8b_alps_s60pct	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/b177u96x https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/6k9p8u3h
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	56.88	81.8	14.2	5.98	5436	34.34	13.64	11.69	8196	44.92	34.01	17.91	7020	32.84	44.03	0	21940	90.52	2.65	0.91	2065	62.52
1	56.66	86.2	10.4	3.79	4940	28.79	16.67	9.52	8738	44.36	33.09	17.81	7003	33.21	46.27	0	21724	90.75	2.96	1.16	2096	63.63
42	56.19	83.2	13.0	6.09	5390	31.82	18.18	13.7	8757	43.07	37.34	19.1	7460	32.09	48.88	0	22508	90.75	2.73	0.91	2076	62.28
mean	56.58	83.73	12.53	5.29	5256	31.65	16.16	11.64	8564	44.12	34.81	18.27	7161	32.71	46.39	0.0	22058	90.67	2.78	0.99	2079	62.81
std	0.36	2.25	1.94	1.3	274	2.78	2.31	2.09	318	0.95	2.24	0.72	259	0.57	2.43	0.0	405	0.13	0.16	0.14	16	0.72
																						
Qwen 3 8B s60 ALPS selfgen  [1/3 seeds complete]																						wandb 7bh65g1r 4a3nztwf	/home1/doyoonkim/projects/elsa/models/qwen3_8b_selfgen_v3_alps_s60pct	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/7bh65g1r https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/4a3nztwf
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	-	83.6	12.8	3.24	5435	-	-	-	-	41.4	38.26	20.85	7728	32.09	45.15	0	22201	88.48	4.25	1.77	2217	61.39
1	-	80.0	16.6	6.98	5698	-	-	-	-	44.36	36.23	21.57	7359	27.99	48.88	1.32	22783	88.55	4.09	1.93	2222	60.22
42	54.07	78.4	17.8	7.76	5931	29.8	16.67	9.23	8008	43.99	40.3	20.67	7982	29.48	49.63	0	22939	88.7	4.25	1.68	2219	60.14
																						
Qwen 3 8B s60 ALPS+retrain																						wandb lkprc0o6 j074xn67	cosmos1030/gmp-kd3e-1-s60pct-lr5e-5_20260908_054305	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/lkprc0o6 https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/j074xn67
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	62.4	89.6	7.6	1.1	5125	35.86	20.71	15.48	9922	58.04	15.9	9.51	3932	38.81	26.87	0	18736	89.69	3.34	1.0	2326	69.03
1	61.25	88.8	7.8	1.33	5099	29.29	23.74	22.67	10565	59.33	13.86	6.69	3803	38.81	22.39	0	18840	89.99	2.96	1.17	2295	69.23
42	62.95	90.0	6.6	1.1	4990	35.86	21.72	18.39	10189	60.26	14.23	8.68	3921	38.81	30.22	0	19315	89.84	2.43	0.5	2247	69.73
mean	62.2	89.47	7.33	1.18	5071	33.67	22.05	18.84	10225	59.21	14.66	8.29	3885	38.81	26.49	0.0	18964	89.84	2.91	0.89	2289	69.33
std	0.87	0.61	0.64	0.13	72	3.79	1.54	3.62	323	1.11	1.08	1.45	71	0.0	3.93	0.0	309	0.15	0.46	0.35	40	0.36
																						
Qwen 3 8B s60 Ours																						wandb wjj50tts osvwfyhk	cosmos1030/gmp-kd3e-1-s60pct-lr5e-5_20260907_142152	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/wjj50tts https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/osvwfyhk
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	64.31	89.0	8.2	2.2	5128	40.91	26.77	19.0	10304	61.37	18.11	10.75	4379	37.69	28.73	0	19354	92.57	2.73	0.97	2165	70.16
1	64.77	88.0	9.4	1.57	5223	40.91	26.77	15.62	10382	61.18	19.04	7.8	4564	41.42	27.99	0	19123	92.34	3.03	0.9	2186	70.74
42	65.12	89.6	8.4	2.18	5159	40.91	27.27	22.12	10422	61.92	17.19	8.22	4240	41.04	29.48	0	19524	92.12	2.5	1.14	2141	71.17
mean	64.73	88.87	8.67	1.98	5170	40.91	26.94	18.91	10369	61.49	18.11	8.92	4394	40.05	28.73	0.0	19334	92.34	2.75	1.0	2164	70.69
std	0.41	0.81	0.64	0.36	48	0.0	0.29	3.25	60	0.38	0.92	1.6	162	2.06	0.75	0.0	201	0.23	0.27	0.12	22	0.51
																						
Qwen 3 8B s60 Ours (A3 jump)  [1/3 seeds complete]																						wandb ikoaz4sk	/NHNHOME/log-postech/doyoonkim/models/gmp_s60pct_lr5e-05_onpol_lmda0.33_20260914_002323_p2602547	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/ikoaz4sk
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
42	54.46	81.8	15.2	3.76	6122	24.24	39.39	28.36	11941	56.19	19.96	10.85	4629	23.51	35.82	0	21184	86.58	5.46	1.72	2672	62.02
																						
Qwen 3 8B s70 SparseGPT																						wandb yrtu7fpf aumwn31v c8v1gapa	cosmos1030/qwen3-8b-sgpt-s70pct-ot80fw20	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/yrtu7fpf https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/aumwn31v https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/c8v1gapa
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	0.0	0.0	100	100	16384	0.0	100	100	16384	0.0	100	100	16384	0	100	-	32768	0.0	100	100	8192	0.0
1	0.0	0.0	100	100	16384	0.0	100	100	16384	0.0	100	100	16384	0	100	-	32768	0.0	100	100	8192	0.0
42	0.0	0.0	100	100	16384	0.0	100	100	16384	0.0	100	100	16384	0	100	-	32768	0.0	100	100	8192	0.0
mean	0.0	0.0	100.0	100.0	16384	0.0	100.0	100.0	16384	0.0	100.0	100.0	16384	0.0	100.0	-	32768	0.0	100.0	100.0	8192	0.0
std	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	-	0	0.0	0.0	0.0	0	0.0
																						
Qwen 3 8B s70 SparseGPT selfgen  [1/3 seeds complete]  [finished/running]																						wandb ekfntxg2 sm6ykbxw	/home1/doyoonkim/projects/elsa/models/qwen3_8b_sgpt_s70pct_n128_selfgenv3	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/ekfntxg2 https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/sm6ykbxw
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	-	0.0	100	100	16384	-	-	-	-	0.0	100	100	16384	0	100	-	32768	0.0	100	100	8192	0.0
42	0.0	0.0	100	100	16384	0.0	100	100	16384	0.0	100	100	16384	0	100	-	32768	0.0	100	100	8192	0.0
																						
Qwen 3 8B s70 ALPS  [2/3 seeds complete]  [중복시드: 런 5개 / 시드 3개]																						wandb n3l54mf1 ik9zmgb9 wno7wec2 0y6e6wtx 8nnrbex5	/NHNHOME/log-postech/doyoonkim/models/qwen3_8b_alps_s70pct	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/n3l54mf1 https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/ik9zmgb9 https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/wno7wec2 https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/0y6e6wtx https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/8nnrbex5
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	2.17	6.4	93.6	88.15	15428	0.0	98.48	100	16155	0.0	99.82	100	16354	0.0	100	100	32768	4.47	94.62	93.78	7835	2.72
1	-	-	-	-	-	0.0	100	100	16384	0.18	99.63	99.05	16328	0.0	100	100	32768	4.78	94.09	93.35	7801	-
42	2.62	7.8	91.8	84.46	15192	0.51	98.99	97.92	16226	0.0	99.82	100	16357	0.0	100	100	32768	4.78	93.93	93.19	7791	3.14
mean	2.4	7.1	92.7	86.31	15310	0.17	99.16	99.31	16255	0.06	99.75	99.68	16347	0.0	100.0	100.0	32768	4.68	94.21	93.44	7809	2.93
std	0.31	0.99	1.27	2.61	167	0.29	0.77	1.2	117	0.11	0.11	0.55	16	0.0	0.0	0.0	0	0.18	0.36	0.3	23	0.3
																						
Qwen 3 8B s70 ALPS selfgen  [1/3 seeds complete]  [finished/running]																						wandb 48w3aqxq 36rtrs3u	/home1/doyoonkim/projects/elsa/models/qwen3_8b_selfgen_v3_alps_s70pct	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/48w3aqxq https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_8b_nostrip8192/runs/36rtrs3u
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	-	0.4	99.6	98.96	16321	-	-	-	-	1.48	97.41	93.16	15993	0	95.52	-	31302	0.15	99.77	99.73	8179	0.51
42	0.32	0.0	100	100	16384	0.51	98.48	98.33	16148	0.74	97.6	96.33	15997	0	94.78	-	31057	0.38	99.62	99.33	8165	0.28
																						
